part_name,price,quality_grade,year,oem_number,engine_code,mileage,brand,model,category,subcategory
Vetokoukku,160.0,A2,2008-2012,,1ADFTV,,Toyota,Corolla,Kori,Vetokoukku
Vetokoukku,163.0,A2,2008-2012,,1NDTV,,Toyota,Corolla,Kori,Vetokoukku
Vetokoukku,142.5,A3,2008-2012,,1ZRFE,,Toyota,Corolla,Kori,Vetokoukku
Vetokoukku,160.0,A2,2002-2007,,4ZZFE,,Toyota,Corolla,Kori,Vetokoukku
Vetokoukku,100.0,A3,2002-2007,,,,Toyota,Corolla,Kori,Vetokoukku
Sisälokasuoja,50.0,A2,2002-2007,5387602070,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,50.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,50.0,A2,2019-2027,6563802210,2ZRFXE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,50.0,A2,2002-2007,6563802020,3ZZFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,52.2,A2,2008-2012,5259102150,1ZRFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,50.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,50.0,A2,2019-2027,6563702210,2ZRFXE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,47.5,A3,2019-2027,5387602630,2ZRFXE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,50.0,A2,2002-2007,,4ZZFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,50.0,A2,2002-2007,6563702020,3ZZFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,,2002-2007,8116387,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A1,1993-1997,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A1,2008-2012,5387512430,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A2,2019-2027,6563802210,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A2,2013-2018,5387502481,1ZRFAE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A1,2002-2007,5387502081,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,30.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,30.0,A2,2008-2012,,97kW,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,40.0,A2,2013-2018,5387502481,1ZRFAE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,30.0,A2,2008-2012,,97kW,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,33.2,A2,2008-2012,6563812030,1ZRFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,30.0,A2,1998-2001,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,30.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,30.0,A2,2008-2012,,1ZRFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,33.2,A2,2008-2012,6563712030,1ZRFE,,Toyota,Corolla,Kori,Sisälokasuoja
Sisälokasuoja,30.0,A2,2008-2012,,,,Toyota,Corolla,Kori,Sisälokasuoja
Kattokaiteet / Kattoteline,100.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,72.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,72.0,A3,2002-2007,,1CDFTV,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,72.0,A3,2002-2007,,1CDFTV,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,80.0,B2,2002-2007,,,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,120.0,B2,2002-2007,,E3ZY52L,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,120.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,76.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,200.0,A2,2019-2027,6347002060,2ZRFXE,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,122.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,50.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,10.0,A2,2002-2007,,,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,46.8,A1,1998-2001,,4EFE,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Kattokaiteet / Kattoteline,46.8,A1,1998-2001,,4EFE,,Toyota,Corolla,Kori,Kattokaiteet / Kattoteline
Jarruvoimansäädin,40.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,40.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,40.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,40.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,40.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,40.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,40.0,A2,2002-2007,,4ZZFE,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,40.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,20.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A2,1998-2001,,4ZZFE,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,15.0,A2,2002-2007,,81kW,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A3,2002-2007,,1NDTV,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin AE82,20.0,A3,1983-1987,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin KE70,20.0,A3,1982-1987,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,30.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarruvoimansäädin,10.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Jarruvoimansäädin
Jarrusatula,150.0,A1,2019-2027,,,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,142.5,A1,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,,M20AFXS,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,4785002350,8NRFTS,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A1,2019-2027,46310F4011,M20AFXS,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,4785002350,M20AFXS,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A1,2019-2027,46310F4011,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,140.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,140.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,4785002350,M20AFXS,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,120.0,A2,2019-2027,4785002350,M20AFXS,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,114.0,A2,2019-2027,4782209100,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,120.0,A2,2013-2018,,1ZRFAE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,120.0,A2,2019-2027,,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,150.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,140.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,80.0,A2,2013-2018,4785002101,1ZRFAE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,80.0,A2,2013-2018,,1ZRFAE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,100.0,A2,2013-2018,4785002100,1ZRFAE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,95.0,A1,2019-2027,,,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,120.0,A2,2019-2027,4785002350,2ZRFXE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,80.0,A2,2008-2012,4785002100,1ZRFAE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,80.0,A2,2008-2012,,1NRFE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,80.0,A2,2013-2018,4785002101,1ZRFAE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,80.0,A2,2002-2007,,E3ZE52,,Toyota,Corolla,Jarrut,Vasen taka
Jarrusatula,80.0,A2,2013-2018,4785002101,1ZRFAE,,Toyota,Corolla,Jarrut,Vasen taka
Jarrutehostin,427.5,A2,2019-2027,4705012A00,2ZRFXE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,427.5,A2,2019-2027,4707047090,2ZRFXE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,500.0,A2,2019-2027,4705012A01,,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,370.0,A1,2019-2027,4721012500,,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,125.0,A2,2013-2018,,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,130.0,A2,2013-2018,4720002E91,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,450.0,A2,2019-2027,4705012A00,M20AFXS,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,110.0,A2,2013-2018,4461009D10,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,427.5,A2,2019-2027,4707047090,2ZRFXE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,500.0,A1,2019-2027,,,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,100.0,A2,1998-2001,,,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,100.0,A2,2008-2012,4461009411,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,100.0,A2,2013-2018,4461009D10,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,100.0,A2,2008-2012,4461009641,1NRFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,90.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,100.0,A2,2008-2012,4720002580,1ZRFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,100.0,A2,2008-2012,4461009411,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,95.0,A2,2008-2012,4461009410,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,110.0,A2,2008-2012,4720002581,1ZRFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,100.0,A2,2013-2018,4461009A30,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,80.0,A2,2008-2012,,1NDTV,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,80.0,A2,2008-2012,4720002601,1NDTV,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,80.0,A2,2008-2012,,1NRFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,90.0,A2,2008-2012,,1ZRFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,80.0,A1,2008-2012,4720002601,1ZRFAE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,90.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,80.0,A2,2008-2012,4720002601,1NDTV,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,90.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,80.0,A2,2008-2012,4461009640,1NRFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrutehostin,80.0,A2,2002-2007,4461013110,3ZZFE,,Toyota,Corolla,Jarrut,Jarrutehostin
Jarrusatula,150.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A1,2019-2027,4783002360,,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A1,2019-2027,46310F4011,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,142.5,A1,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,,M20AFXS,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,8NRFTS,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,160.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,140.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,140.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,M20AFXS,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,120.0,A2,2013-2018,,1ZRFAE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,M20AFXS,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,150.0,A2,2019-2027,4783002360,M20AFXS,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,80.0,A2,2008-2012,4783002100,1ZRFAE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,80.0,A2,2013-2018,4783002101,1ZRFAE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,120.0,A2,2019-2027,,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,80.0,A2,2008-2012,,1NRFE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,120.0,A2,2019-2027,4783002360,M20AFXS,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,100.0,A2,2013-2018,4783002100,1ZRFAE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,95.0,A1,2019-2027,,,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,80.0,A2,2013-2018,4782109082,1ZRFAE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,120.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,114.0,A2,2019-2027,4783002360,2ZRFXE,,Toyota,Corolla,Jarrut,Oikea taka
Jarrusatula,60.0,A2,2008-2012,,1ZRFE,,Toyota,Corolla,Jarrut,Oikea taka
Pääsylinteri,500.0,A2,2019-2027,4705012A00,2ZRFXE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,500.0,A2,2019-2027,4705012A00,2ZRFXE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,500.0,A2,2019-2027,4705012A00,2ZRFXE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,51.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,60.0,A2,2002-2007,,3ZZFE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,60.0,A2,2008-2012,,1ADFTV,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,500.0,A2,2019-2027,,2ZRFXE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,500.0,A2,2019-2027,,2ZRFXE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,60.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,51.0,A2,1988-1992,,,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,2008-2012,4720109500,1ZRFAE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,1993-1997,,,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,2008-2012,4720109500,1NRFE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,51.0,A2,1993-1997,,,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,51.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,2013-2018,4720109710,1ZRFAE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,2008-2012,,1NRFE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,2008-2012,0204Y24235,1ZRFE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,2013-2018,4720109710,1ZRFAE,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,50.0,A2,2008-2012,4720109500,1NDTV,,Toyota,Corolla,Jarrut,Pääsylinteri
Pääsylinteri,45.0,A2,2002-2007,,,,Toyota,Corolla,Jarrut,Pääsylinteri
